Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
2.670,3209,-1069,104.2,152.8,6.0,3,9.23,13.30,1.79,9.6,43.8,100.0,112.8,100.0,100.0,100.0,20.2,0.0,0.82,40.30,14.86,147.4,156.4,0.00,57464.0,7.36,14.52,100.0,8.5,0.0,41.5,30.0,100.0,
2.680,3045,-8325,104.2,152.8,6.0,6,9.39,13.20,1.98,10.0,41.6,100.0,112.6,100.0,100.0,100.0,20.0,0.0,0.85,41.30,14.80,147.4,156.4,0.00,56816.0,7.36,14.55,100.0,8.5,0.0,41.5,30.0,100.0,
2.690,3045,-8325,104.2,152.8,5.9,-9,9.68,13.10,1.98,10.0,41.6,100.0,112.5,100.0,100.0,100.0,20.0,0.0,0.83,41.75,14.76,147.4,156.4,0.00,56816.0,7.36,14.55,100.0,8.5,0.0,41.5,30.0,100.0,
2.700,2931,-5569,104.2,152.8,6.0,9,9.84,13.00,2.05,10.0,39.1,100.0,112.3,100.0,100.0,100.0,20.4,0.0,0.78,41.84,14.76,147.4,156.4,0.00,56176.0,7.36,14.55,100.0,8.5,0.0,41.5,29.0,100.0,
2.710,2931,-5569,104.2,152.8,6.0,-3,9.65,13.00,2.05,10.0,39.1,100.0,112.2,100.0,100.0,100.0,20.4,0.0,0.80,41.50,14.76,147.4,156.4,0.00,55344.0,7.36,14.55,100.0,8.5,0.0,41.5,29.0,100.0,
2.720,2766,-7607,104.2,152.8,6.0,0,9.80,13.00,2.07,9.5,36.0,100.0,112.0,100.0,100.0,100.0,20.0,0.0,0.77,41.22,14.73,147.4,156.4,0.00,54744.0,7.36,14.55,100.0,8.5,0.0,41.5,27.5,100.0,
2.730,2766,-7607,104.2,152.8,6.0,5,10.05,13.00,2.07,9.5,36.0,100.0,111.9,100.0,100.0,100.0,20.0,0.0,0.79,42.17,14.70,147.4,156.4,0.00,55144.0,7.36,14.55,100.0,8.5,0.0,41.5,27.5,100.0,
2.740,2643,-7607,104.2,152.8,6.0,0,10.43,13.00,2.07,9.5,36.0,100.0,111.8,100.0,100.0,100.0,20.0,0.0,0.80,42.25,14.70,147.4,156.4,0.00,54544.0,7.36,14.55,100.0,8.5,0.0,41.5,27.5,100.0,
2.750,2643,-5418,104.2,152.8,6.0,-2,10.15,13.00,1.92,8.5,32.9,100.0,111.6,100.0,100.0,100.0,19.8,0.0,0.73,40.65,14.68,147.4,156.4,0.00,53760.0,7.36,14.55,100.0,8.5,0.0,41.5,26.0,100.0,
2.765,2461,-5418,104.2,152.8,6.0,2,10.25,13.00,1.92,8.5,32.9,100.0,111.5,100.0,100.0,100.0,19.8,0.0,0.77,42.63,14.66,147.4,156.4,0.00,53000.0,7.38,14.55,100.0,8.5,0.0,41.5,26.0,100.0,
2.770,2461,-7465,104.2,152.8,6.0,-5,10.47,13.10,1.94,8.0,30.0,100.0,111.3,100.0,100.0,100.0,19.1,0.0,0.72,42.38,14.66,147.4,156.4,0.00,52440.0,7.36,14.55,100.0,8.5,0.0,41.5,24.5,100.0,
2.780,2461,-7465,104.2,152.8,6.0,5,10.77,13.00,1.94,8.0,30.0,100.0,111.2,100.0,100.0,100.0,19.1,0.0,0.77,42.55,14.65,147.4,156.4,0.00,53000.0,7.36,14.55,100.0,8.5,0.0,41.5,24.5,100.0,
2.790,2330,-7465,104.2,152.8,6.0,-2,11.16,13.00,1.94,8.0,30.0,100.0,111.0,100.0,100.0,100.0,19.1,0.0,0.74,43.09,14.63,147.4,156.4,0.00,52624.0,7.36,14.55,100.0,8.5,0.0,41.5,24.5,100.0,
2.800,2330,-5088,104.2,152.8,6.0,2,10.81,13.00,1.85,7.2,27.3,100.0,110.9,100.0,100.0,100.0,19.6,0.0,0.72,42.63,14.64,147.4,156.4,0.00,51720.0,7.36,14.55,100.0,8.5,0.0,41.5,23.0,100.0,
2.811,2330,-5088,104.2,152.8,6.4,33,10.97,12.90,1.85,7.2,27.3,100.0,110.7,100.0,100.0,100.0,19.6,0.0,0.97,42.55,14.70,147.4,156.4,0.00,51368.0,7.35,14.55,100.0,8.5,0.0,41.5,23.0,100.0,
2.820,2157,-6219,104.2,152.8,6.1,-30,11.15,13.10,1.86,6.7,24.8,100.0,110.6,100.0,100.0,100.0,18.9,0.0,0.82,43.07,14.59,147.4,156.4,0.00,50840.0,7.36,14.21,100.0,8.5,0.0,41.5,21.5,100.0,
2.830,2157,-6219,104.2,152.8,6.0,-3,11.39,13.00,1.86,6.7,24.8,100.0,110.4,100.0,100.0,100.0,18.9,0.0,0.80,42.55,14.56,147.4,156.4,0.00,51720.0,7.36,14.21,100.0,8.5,0.0,41.5,21.5,100.0,
2.840,2157,-6219,104.2,152.8,6.2,19,11.87,13.00,1.86,6.7,24.8,100.0,110.3,100.0,100.0,100.0,18.9,0.0,0.94,44.59,14.70,147.4,156.4,0.00,51544.0,7.36,14.21,100.0,8.5,0.0,41.5,21.5,100.0,
2.850,2099,-6219,104.2,152.8,6.2,-8,11.79,12.90,1.86,6.7,24.8,100.0,110.1,100.0,100.0,100.0,18.9,0.0,0.92,43.63,14.67,147.4,156.4,0.00,51016.0,7.36,14.21,100.0,8.5,0.0,41.5,20.5,100.0,
2.860,2099,-2029,104.2,152.8,6.0,-11,11.47,13.00,1.93,6.8,22.8,100.0,110.0,100.0,100.0,100.0,19.6,0.0,0.77,42.50,14.54,147.4,156.4,0.00,50504.0,7.36,13.98,100.0,8.5,0.0,41.5,20.5,100.0,
2.870,2099,-2029,104.2,152.8,6.2,11,11.60,13.00,1.93,6.8,22.8,100.0,109.9,100.0,100.0,100.0,19.6,0.0,0.83,44.09,14.57,147.4,156.4,0.00,49832.0,7.36,13.98,100.0,8.5,0.0,41.5,20.5,100.0,
2.880,1971,-4206,104.2,152.8,6.3,14,11.86,13.00,1.89,6.2,21.1,100.0,109.7,100.0,100.0,100.0,19.4,0.0,0.96,44.20,14.61,147.4,156.4,0.00,50328.0,7.36,13.72,100.0,8.5,0.0,41.5,19.5,100.0,
2.890,1971,-4206,104.2,152.8,6.0,-25,12.06,13.00,1.89,6.2,21.1,100.0,109.6,100.0,100.0,100.0,19.4,0.0,0.91,42.65,14.56,147.4,156.4,0.00,51544.0,7.36,13.72,100.0,8.5,0.0,41.5,19.5,100.0,
2.900,1971,-4206,104.2,152.8,6.0,0,12.46,13.00,1.89,6.2,21.1,100.0,109.4,100.0,100.0,100.0,19.4,0.0,0.87,45.13,14.65,147.4,156.4,0.00,51016.0,7.36,13.72,100.0,8.5,0.0,41.5,19.5,100.0,
2.911,2118,5189,104.2,152.8,6.4,33,12.19,13.00,1.99,7.0,20.0,100.0,110.0,100.0,100.0,100.0,20.3,0.0,0.96,44.30,14.65,147.4,154.6,0.00,50504.0,7.36,13.97,100.0,8.5,0.0,41.5,21.0,100.0,
2.921,2118,5189,104.2,152.8,6.0,-33,11.84,12.90,1.99,7.0,20.0,100.0,109.1,100.0,100.0,100.0,20.3,0.0,0.91,42.30,14.53,147.4,156.4,0.00,49832.0,7.36,13.97,100.0,8.5,0.0,41.5,21.0,100.0,
2.930,2118,5189,104.2,152.8,6.0,0,11.88,13.00,1.99,7.0,20.0,100.0,109.0,100.0,100.0,100.0,20.3,0.0,0.77,44.30,14.51,147.4,156.4,0.00,49176.0,7.36,13.97,100.0,8.5,0.0,41.5,21.0,100.0,
2.940,1970,-4859,104.2,152.8,6.3,27,12.13,13.00,1.94,6.4,18.9,100.0,108.8,100.0,100.0,100.0,19.5,0.0,0.89,44.02,14.61,147.4,156.4,0.00,50504.0,7.36,13.86,100.0,8.5,0.0,41.5,19.5,100.0,
2.950,1970,-4859,104.2,152.8,6.2,-16,12.37,12.90,1.94,6.4,18.9,100.0,108.7,100.0,100.0,100.0,19.5,0.0,1.03,43.34,14.61,147.4,156.4,0.00,51192.0,7.36,13.86,100.0,8.5,0.0,41.5,19.5,100.0,
2.960,1970,-4859,104.2,152.8,6.0,-11,12.68,13.00,1.94,6.4,18.9,100.0,108.5,100.0,100.0,100.0,19.5,0.0,0.82,45.40,14.55,147.4,156.4,0.00,50504.0,7.36,13.86,100.0,8.5,0.0,41.5,19.5,100.0,
2.970,2083,3924,104.2,152.8,6.2,14,12.21,13.00,2.01,7.0,18.2,100.0,108.4,100.0,100.0,100.0,20.4,0.0,0.79,43.88,14.60,147.4,156.4,0.00,49832.0,7.36,13.97,100.0,8.5,0.0,41.5,20.5,100.0,
2.980,2083,3924,104.2,152.8,6.2,5,11.97,12.90,2.01,7.0,18.2,100.0,108.2,100.0,100.0,100.0,20.4,0.0,0.99,43.00,14.63,147.4,156.4,0.00,49336.0,7.36,13.97,100.0,8.5,0.0,41.5,20.5,100.0,
2.990,2083,3924,104.2,152.8,6.0,-19,11.99,13.00,2.01,7.0,18.2,100.0,108.1,100.0,100.0,100.0,20.4,0.0,0.75,44.45,14.53,147.4,156.4,0.00,48856.0,7.36,13.97,100.0,8.5,0.0,41.5,20.5,100.0,
3.000,2170,3147,104.2,152.8,6.1,6,12.17,14.30,1.90,6.9,17.8,100.0,107.9,100.0,100.0,100.0,19.8,0.0,0.88,43.27,14.57,147.4,156.4,0.00,50840.0,7.36,13.99,100.0,8.5,0.0,41.5,21.5,100.0,
3.011,2170,3147,104.2,152.8,6.4,32,12.56,15.20,1.90,6.9,17.8,100.0,108.5,100.0,100.0,100.0,19.8,0.0,1.18,45.27,14.68,147.4,154.6,0.00,50840.0,7.36,13.99,100.0,8.5,0.0,41.5,21.5,100.0,
3.021,2832,10000,104.2,152.8,6.0,-38,12.18,13.70,1.40,6.6,19.8,100.0,107.7,100.0,100.0,100.0,21.9,0.0,0.86,43.92,14.54,147.4,156.4,0.00,50328.0,7.36,13.97,100.0,8.5,0.0,41.5,28.0,100.0,
3.030,2832,10000,104.2,152.8,6.0,0,11.85,13.20,1.40,6.6,19.8,100.0,107.5,100.0,100.0,100.0,21.9,0.0,0.76,42.63,14.50,147.4,156.4,0.00,49504.0,7.36,13.97,100.0,8.5,0.0,41.5,28.0,100.0,
3.041,2807,-1169,104.2,152.8,6.4,38,12.00,13.10,1.74,8.1,21.2,100.2,108.0,100.0,100.0,100.0,21.5,0.0,0.89,43.70,14.64,147.4,154.6,0.00,51016.0,7.35,14.11,100.0,8.5,0.0,41.5,28.0,100.2,
3.051,2807,-1169,104.2,152.8,6.1,-35,12.17,13.30,1.74,8.1,21.2,100.0,107.2,100.0,100.0,100.0,21.5,0.0,0.88,44.84,14.63,147.4,156.4,0.00,51720.0,7.36,14.11,100.0,8.5,0.0,41.5,28.0,100.0,
3.060,3040,10000,106.0,152.8,6.0,-3,12.00,13.10,1.68,8.5,23.9,100.0,107.1,100.0,100.0,100.0,21.9,0.0,0.70,43.65,14.56,147.4,156.4,0.00,51192.0,7.36,13.97,100.0,8.5,0.0,41.5,30.0,100.0,
3.070,3040,10000,104.2,152.8,6.3,25,11.69,13.00,1.68,8.5,23.9,100.0,106.9,100.0,100.0,100.0,21.9,0.0,0.80,43.32,14.66,147.4,156.4,0.00,50504.0,7.36,13.97,100.0,8.5,0.0,41.5,30.0,100.0,
3.080,2971,-3417,104.2,152.8,6.3,-3,11.74,13.80,1.76,8.7,25.6,100.0,106.8,100.0,100.0,100.0,21.7,0.0,0.87,43.40,14.64,147.4,156.4,0.00,52816.0,7.36,14.24,100.0,8.5,0.0,41.5,29.5,100.0,
3.090,2971,-3417,106.0,152.8,6.0,-22,11.94,13.50,1.76,8.7,25.6,100.0,106.6,100.0,100.0,100.0,21.7,0.0,0.74,43.32,14.68,147.4,156.4,0.00,53376.0,7.36,14.24,100.0,8.5,0.0,41.5,29.5,100.0,
3.100,3106,6988,104.2,152.8,6.2,14,11.81,13.20,1.59,8.2,27.8,100.0,106.5,100.0,100.0,100.0,21.9,0.0,0.72,43.63,14.66,147.4,156.4,0.00,52624.0,7.36,14.05,100.0,8.5,0.0,41.5,30.0,100.0,
3.110,3106,6988,104.2,152.8,6.4,19,11.52,13.00,1.59,8.2,27.8,100.0,106.3,100.0,100.0,100.0,21.9,0.0,0.89,43.32,14.70,147.4,156.4,0.00,51896.0,7.36,14.05,100.0,8.5,0.0,41.5,30.0,100.0,
3.120,3062,-2245,104.2,152.8,6.0,-33,11.50,14.60,1.77,9.0,29.2,100.0,106.2,100.0,100.0,100.0,21.8,0.0,0.73,43.07,14.62,147.4,156.4,0.00,54144.0,7.38,14.38,100.0,8.5,0.0,41.5,30.0,100.0,
3.130,3062,-2245,104.2,152.8,6.1,3,11.74,14.50,1.77,9.0,29.2,100.0,106.0,100.0,100.0,100.0,21.8,0.0,0.80,44.00,14.74,147.4,156.4,0.00,54344.0,7.36,14.38,100.0,8.5,0.0,41.5,30.0,100.0,
3.141,3248,10000,104.2,152.8,6.4,35,11.52,13.40,1.40,7.6,31.3,100.1,106.6,100.0,100.0,100.0,22.2,0.0,0.96,43.77,14.79,147.4,154.6,0.00,53568.0,7.35,14.19,100.0,8.5,0.0,41.5,30.0,100.1,
3.151,3233,10000,104.2,152.8,6.1,-35,11.23,13.10,1.40,7.6,31.3,100.0,105.8,100.0,100.0,100.0,22.2,0.0,0.85,43.27,14.66,147.4,156.4,0.00,53184.0,7.36,14.19,100.0,8.5,0.0,41.5,30.0,100.0,
3.160,3233,-808,104.2,152.8,6.0,-3,11.29,13.80,1.74,9.4,32.9,100.0,105.6,100.0,100.0,100.0,22.1,0.0,0.77,41.47,14.67,147.4,156.4,0.00,55760.0,7.36,14.51,100.0,8.5,0.0,41.5,30.0,100.0,
3.171,3450,10000,104.2,152.8,6.4,33,11.57,15.20,1.51,8.7,35.0,100.0,105.5,100.0,100.0,100.0,22.6,0.0,0.91,44.77,14.82,147.4,156.4,0.00,55144.0,7.36,14.36,100.0,8.5,0.0,41.5,30.0,100.0,
3.180,3450,10000,104.2,152.8,6.2,-19,11.15,13.70,1.51,8.7,35.0,100.0,105.3,100.0,100.0,100.0,22.6,0.0,0.86,43.05,14.78,147.4,156.4,0.00,54344.0,7.36,14.36,100.0,8.5,0.0,41.5,30.0,100.0,
3.190,3394,-3167,104.2,152.8,6.0,-14,11.05,13.30,1.57,8.9,36.3,100.0,105.2,100.0,100.0,100.0,22.4,0.0,0.73,41.67,14.68,147.4,156.4,0.00,55344.0,7.36,14.41,100.0,8.5,0.0,41.5,30.0,100.0,
3.200,3394,-3167,104.2,152.8,6.3,22,11.27,13.60,1.57,8.9,36.3,100.0,105.0,100.0,100.0,100.0,22.4,0.0,0.82,42.57,14.79,147.4,156.4,0.00,55968.0,7.36,14.41,100.0,8.5,0.0,41.5,30.0,100.0,
3.210,3495,5884,104.2,152.8,6.3,3,11.20,13.20,1.53,8.9,37.8,100.0,104.9,100.0,100.0,100.0,22.7,0.0,0.91,43.55,14.77,147.4,156.4,0.00,55144.0,7.36,14.33,100.0,8.5,0.0,41.5,30.0,100.0,
3.220,3506,5884,104.2,152.8,6.0,-25,10.91,13.20,1.53,8.9,37.8,100.0,104.7,100.0,100.0,100.0,22.7,0.0,0.64,43.05,14.71,147.4,156.4,0.00,55344.0,7.36,14.33,100.0,8.5,0.0,41.5,30.0,100.0,
3.230,3506,642,104.2,152.8,6.2,11,11.01,14.80,1.67,9.8,39.0,100.0,104.6,100.0,100.0,100.0,22.4,0.0,0.73,42.52,14.79,147.4,156.4,0.00,57032.0,7.36,14.33,100.0,8.5,0.0,41.5,30.0,100.0,
3.241,3722,10000,104.2,152.8,6.4,22,11.23,15.20,1.40,8.7,40.6,100.0,104.4,100.0,100.0,100.0,23.0,0.0,0.96,43.00,14.83,147.4,156.4,0.00,56176.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.251,3722,10000,104.2,152.8,6.0,-33,10.83,14.50,1.40,8.7,40.6,100.0,104.3,100.0,100.0,100.0,23.0,0.0,0.73,41.90,14.77,147.4,156.4,0.00,55552.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.260,3679,-2636,104.2,152.8,6.0,0,10.82,15.50,1.48,9.1,41.7,100.0,104.1,100.0,100.0,100.0,22.8,0.0,0.72,42.42,14.75,147.4,156.4,0.00,58136.0,7.38,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.274,3773,5912,104.2,152.8,6.4,33,11.07,15.70,1.40,8.8,42.9,100.0,104.0,100.0,100.0,100.0,23.0,0.0,0.86,44.30,14.93,147.4,156.4,0.00,57248.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.281,3773,5912,104.2,152.8,6.0,-33,10.72,15.40,1.40,8.8,42.9,100.0,103.9,100.0,100.0,100.0,23.0,0.0,0.77,43.50,14.80,147.4,156.4,0.00,56600.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.290,3741,-1995,104.2,152.8,6.0,0,10.66,15.70,1.40,8.7,43.7,100.0,103.7,100.0,100.0,100.0,22.9,0.0,0.78,41.95,14.70,147.4,156.4,0.00,58360.0,7.38,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.300,3839,-1995,104.2,152.8,6.3,30,10.91,15.50,1.40,8.7,43.7,100.0,103.6,100.0,100.0,100.0,22.9,0.0,0.88,42.45,14.91,147.4,156.4,0.00,58136.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.310,3839,6271,104.2,152.8,6.1,-22,10.66,15.00,1.40,9.0,44.5,100.0,103.4,100.0,100.0,100.0,23.2,0.0,0.91,43.05,14.84,147.4,156.4,0.00,57464.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.321,3831,-510,104.2,152.8,6.0,-8,10.54,15.70,1.40,8.9,45.2,100.0,103.3,100.0,100.0,100.0,23.1,0.0,0.79,42.25,14.78,147.4,156.4,0.00,58592.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.330,3831,-510,104.2,152.8,6.2,17,10.77,15.50,1.40,8.9,45.2,100.0,103.1,100.0,100.0,100.0,23.1,0.0,0.80,41.90,14.92,147.4,156.4,0.00,58816.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.340,3962,8651,104.2,152.8,6.3,13,10.62,14.80,1.42,9.4,46.0,100.0,103.0,100.0,100.0,100.0,23.4,0.0,0.97,42.30,14.92,147.4,156.4,0.00,58136.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.350,3917,-2938,104.2,152.8,6.0,-30,10.48,14.70,1.52,9.9,46.5,100.0,102.8,100.0,100.0,100.0,23.2,0.0,0.72,42.38,14.81,147.4,156.4,0.00,58816.0,7.38,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.360,3917,-2938,104.2,152.8,6.1,3,10.66,15.40,1.52,9.9,46.5,100.0,102.7,100.0,100.0,100.0,23.2,0.0,0.73,42.88,14.90,147.4,156.4,0.00,59520.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.371,3964,3105,104.2,152.8,6.4,32,10.62,14.70,1.42,9.4,47.0,100.0,103.2,100.0,100.0,100.0,23.3,0.0,0.96,42.45,14.95,147.4,154.6,0.00,58816.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.381,3932,-2097,104.2,152.8,6.0,-35,10.43,15.20,1.59,10.4,47.3,100.0,102.4,100.0,100.0,100.0,23.3,0.0,0.77,43.20,14.84,147.4,156.4,0.00,59288.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.390,3932,-2097,104.2,152.8,6.0,-5,10.59,15.20,1.59,10.4,47.3,100.0,102.2,100.0,100.0,100.0,23.3,0.0,0.72,43.20,14.90,147.4,156.4,0.00,59760.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.400,4015,5555,104.2,152.8,6.3,27,10.49,14.60,1.47,9.8,47.8,100.0,102.1,100.0,100.0,100.0,23.4,0.0,0.95,42.92,14.96,147.4,156.4,0.00,59048.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.410,3928,-5696,104.2,152.8,6.0,-27,10.34,14.80,1.64,10.7,47.9,100.0,102.0,100.0,100.0,100.0,23.2,0.0,0.95,43.20,14.88,147.4,156.4,0.00,58592.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.420,3928,-5696,104.2,152.8,5.9,-8,10.50,15.50,1.64,10.7,47.9,100.0,101.8,100.0,100.0,100.0,23.2,0.0,0.82,42.59,14.85,147.4,156.4,0.00,59288.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.430,3888,-2592,104.2,152.8,6.0,13,10.46,15.70,1.40,9.1,48.0,100.0,101.7,100.0,100.0,100.0,23.1,0.0,0.94,42.15,14.90,147.4,156.4,0.00,58592.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.442,3856,-2056,104.2,152.8,6.1,3,10.33,14.30,1.40,9.0,48.0,100.0,101.5,100.0,100.0,100.0,23.0,0.0,1.05,42.70,14.88,147.4,156.4,0.00,59520.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.450,3856,-2056,104.2,152.8,5.8,-30,10.39,14.60,1.40,9.0,48.0,100.0,101.4,100.0,100.0,100.0,23.0,0.0,0.99,42.63,14.89,147.4,156.4,0.00,60000.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.460,3925,4514,104.2,152.8,5.8,6,10.44,15.00,1.63,10.7,48.1,100.0,101.2,100.0,100.0,100.0,23.2,0.0,1.05,42.34,14.90,147.4,156.4,0.00,59288.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.474,3823,-6499,104.2,152.8,6.0,16,10.32,13.90,1.40,8.9,48.0,100.0,101.1,100.0,100.0,100.0,22.9,0.0,1.11,42.65,14.98,147.4,156.4,0.00,58360.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.480,3823,-6499,104.2,152.8,5.6,-35,10.36,14.80,1.40,8.9,48.0,100.0,100.9,100.0,100.0,100.0,22.9,0.0,0.92,42.25,14.85,147.4,156.4,0.00,58816.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.490,3763,-3763,104.2,152.8,5.5,-11,10.39,15.50,1.42,8.9,47.7,100.0,100.8,100.0,100.0,100.0,22.8,0.0,0.86,42.52,14.84,147.4,156.4,0.00,58360.0,7.38,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.500,3821,-3763,104.2,152.8,5.8,27,10.21,14.30,1.42,8.9,47.7,100.0,101.2,100.0,100.0,100.0,22.8,0.0,0.92,42.50,14.93,147.4,154.6,0.00,57688.0,7.35,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.510,3821,3693,104.2,152.8,5.5,-30,10.25,14.60,1.68,10.7,47.7,100.0,100.5,100.0,100.0,100.0,22.9,0.0,0.93,43.17,14.89,147.4,156.4,0.00,60240.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.520,4070,10000,104.2,152.8,5.3,-24,10.33,15.00,1.68,11.4,48.3,100.0,100.3,100.0,100.0,100.0,23.5,0.0,0.86,42.38,14.87,147.4,156.4,0.00,59520.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.530,3941,10000,104.2,152.8,5.5,19,10.16,15.40,1.68,11.4,48.3,100.0,100.2,100.0,100.0,100.0,23.5,0.0,0.89,42.22,14.95,147.4,156.4,0.00,59048.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.540,3941,-8473,104.2,152.8,5.3,-14,10.24,15.70,1.40,9.2,48.4,100.0,100.0,100.0,100.0,100.0,23.2,0.0,0.94,42.84,14.89,147.4,156.4,0.00,58816.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.551,3844,-6215,104.2,152.8,5.1,-24,10.30,15.20,1.40,9.0,48.2,100.0,100.0,100.0,100.0,100.0,23.0,0.0,0.79,42.09,14.82,147.4,156.4,0.00,58136.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.560,3844,-6215,104.2,152.8,5.2,13,9.99,14.70,1.40,9.0,48.2,100.0,100.0,100.0,100.0,100.0,23.0,0.0,0.79,41.52,14.86,147.4,156.4,0.00,57464.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.570,3777,-4217,104.2,152.8,5.3,8,10.04,15.30,1.52,9.6,47.9,100.0,100.0,100.0,100.0,100.0,22.8,0.0,1.03,41.50,14.88,147.4,156.4,0.00,60000.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.582,3760,-1065,104.2,152.8,5.0,-32,10.28,15.50,1.40,8.8,47.6,100.0,100.0,100.0,100.0,100.0,22.8,0.0,0.85,42.59,14.94,147.4,156.4,0.00,59288.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.590,3760,-1065,104.2,152.8,5.0,8,10.02,14.50,1.40,8.8,47.6,100.0,100.0,100.0,100.0,100.0,22.8,0.0,0.79,42.09,14.89,147.4,156.4,0.00,58816.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.600,3621,-8389,104.2,152.8,5.3,24,10.10,15.00,1.58,9.5,47.1,100.0,100.0,100.0,100.0,100.0,22.5,0.0,1.07,41.90,14.92,147.4,154.6,0.00,58136.0,7.36,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.610,3621,-8389,104.2,152.8,4.9,-35,10.27,15.20,1.58,9.5,47.1,100.0,100.0,100.0,100.0,100.0,22.5,0.0,0.82,41.88,14.79,147.4,156.4,0.00,58136.0,7.38,14.26,100.0,8.5,0.0,41.5,30.0,100.0,
3.620,3525,-5640,104.2,152.8,4.9,-8,10.02,14.20,1.40,8.2,46.3,100.0,100.0,100.0,100.0,100.0,22.2,0.0,0.74,40.67,14.80,147.4,156.4,0.00,57464.0,7.36,14.32,100.0,8.5,0.0,41.5,30.0,100.0,
3.631,3482,-2496,104.2,152.8,5.2,35,9.96,13.60,1.64,9.5,45.6,100.1,100.0,100.0,100.0,100.0,22.1,0.0,0.96,42.20,14.89,147.4,156.4,0.00,58360.0,7.36,14.35,100.0,8.5,0.0,41.5,30.0,100.1,
3.641,3482,-2496,104.2,152.8,5.0,-19,10.04,14.20,1.64,9.5,45.6,100.0,100.0,100.0,100.0,100.0,22.1,0.0,0.96,42.57,14.90,147.4,156.4,0.00,60240.0,7.36,14.35,100.0,8.5,0.0,41.5,30.0,100.1,
3.650,3560,4628,104.2,152.8,4.9,-16,10.22,15.10,1.63,9.7,45.3,100.0,100.0,100.0,100.0,100.0,22.3,0.0,0.85,42.57,14.89,147.4,156.4,0.00,59760.0,7.38,14.29,100.0,8.5,0.0,41.5,30.0,100.1,
3.660,3560,4628,104.2,152.8,5.1,22,9.99,13.70,1.63,9.7,45.3,100.0,100.0,100.0,100.0,100.0,22.3,0.0,0.84,41.27,14.96,147.4,156.4,0.00,58816.0,7.36,14.29,100.0,8.5,0.0,41.5,30.0,100.1,
