Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: Ã¿Ã¿Ã¿Ã¿Ã¿Ã¿Ã¿Ã¿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
5.063,3062,10000,95.2,143.8,4.8,-21,10.73,13.70,1.40,7.1,28.1,100.0,100.0,100.0,100.0,100.0,21.2,0.0,0.83,41.55,14.66,122.2,145.6,0.00,49664.0,7.36,14.55,100.0,0.0,0.0,31.5,30.0,100.0,
5.071,2882,-8647,95.2,143.8,4.7,-9,10.64,13.50,1.63,7.8,28.2,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.73,42.07,14.60,122.2,145.6,0.00,49176.0,7.36,14.55,100.0,0.0,0.0,32.0,28.5,100.0,
5.080,2882,-8647,93.4,142.0,5.0,25,10.80,13.40,1.63,7.8,28.2,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.89,41.40,14.65,122.2,143.8,0.00,49504.0,7.36,14.55,100.0,0.0,0.0,30.0,28.5,100.0,
5.090,2882,-8647,95.2,143.8,4.9,-11,11.08,13.30,1.63,7.8,28.2,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.86,42.84,14.62,122.2,145.6,0.00,49016.0,7.36,14.55,100.0,0.0,0.0,32.0,28.5,100.0,
5.100,2770,-5172,95.2,143.8,4.7,-14,10.71,13.30,1.66,7.7,27.5,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.70,42.22,14.57,122.2,145.6,0.00,48536.0,7.36,14.55,100.0,0.0,0.0,32.0,27.5,100.0,
5.110,2770,-5172,95.2,143.8,5.0,25,10.69,13.30,1.66,7.7,27.5,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.83,42.67,14.60,122.2,145.6,0.00,47920.0,7.36,14.55,100.0,0.0,0.0,32.0,27.5,100.0,
5.120,2722,-2178,95.2,143.8,5.0,0,10.83,13.40,1.69,7.7,26.6,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.97,42.52,14.62,122.2,145.6,0.00,50672.0,7.36,14.55,100.0,0.0,0.0,32.5,27.0,100.0,
5.130,2722,-2178,95.2,143.8,4.7,-25,11.11,13.70,1.69,7.7,26.6,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.89,42.57,14.66,122.2,145.6,0.00,50840.0,7.36,14.55,100.0,0.0,0.0,32.5,27.0,100.0,
5.140,2887,7939,95.2,143.8,4.9,14,10.97,13.50,1.60,7.7,27.1,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.80,42.75,14.68,122.2,145.6,0.00,50328.0,7.36,14.55,100.0,0.0,0.0,32.0,28.5,100.0,
5.150,2887,7939,93.4,142.0,5.0,14,10.75,13.30,1.60,7.7,27.1,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.96,42.50,14.65,122.2,143.8,0.00,49664.0,7.36,14.55,100.0,0.0,0.0,30.0,28.5,100.0,
5.160,2758,-5931,95.2,143.8,4.7,-25,10.78,13.30,1.69,7.8,26.6,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.87,42.05,14.59,122.2,145.6,0.00,49664.0,7.36,14.55,100.0,0.0,0.0,32.5,27.5,100.0,
5.170,2758,-5931,95.2,143.8,4.8,8,10.94,13.30,1.69,7.8,26.6,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.88,42.42,14.63,122.2,145.6,0.00,50160.0,7.36,14.55,100.0,0.0,0.0,32.5,27.5,100.0,
5.180,2748,-458,93.4,142.0,5.0,19,11.15,13.30,1.67,7.6,26.1,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.96,42.92,14.68,122.2,143.8,0.00,49504.0,7.36,14.55,100.0,0.0,0.0,30.5,27.0,100.0,
5.190,2748,-458,95.2,143.8,4.8,-21,10.71,13.30,1.67,7.6,26.1,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.90,42.05,14.65,122.2,145.6,0.00,49016.0,7.36,14.55,100.0,0.0,0.0,32.5,27.0,100.0,
5.201,2736,-458,95.2,143.8,4.7,-9,10.71,13.30,1.67,7.6,26.1,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.82,41.82,14.59,122.2,145.6,0.00,50000.0,7.36,14.55,100.0,0.0,0.0,32.5,27.0,100.0,
5.210,2736,-547,95.2,143.8,5.0,25,10.90,13.80,1.69,7.7,25.7,100.0,100.0,100.0,100.0,100.0,20.3,0.0,0.96,42.07,14.68,122.2,145.6,0.00,51192.0,7.36,14.55,100.0,0.0,0.0,32.5,27.0,100.0,
5.221,2990,10000,95.2,143.8,4.9,-6,11.19,13.70,1.60,8.0,27.1,100.0,100.0,100.0,100.0,100.0,21.1,0.0,1.00,44.27,14.65,122.2,145.6,0.00,50328.0,7.36,14.55,100.0,0.0,0.0,31.5,29.5,100.0,
5.230,2990,10000,95.2,143.8,4.7,-19,10.70,13.50,1.60,8.0,27.1,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.77,41.05,14.64,122.2,145.6,0.00,50000.0,7.36,14.55,100.0,0.0,0.0,31.5,29.5,100.0,
5.240,2831,10000,95.2,143.8,4.9,17,10.67,13.30,1.60,8.0,27.1,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.83,42.59,14.66,122.2,145.6,0.00,49336.0,7.36,14.55,100.0,0.0,0.0,31.5,29.5,100.0,
5.250,2831,-7502,93.4,143.8,4.9,5,10.78,13.30,1.70,8.0,27.1,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.89,41.02,14.63,122.2,145.6,0.00,50000.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.260,2831,-7502,95.2,143.8,4.7,-22,11.05,13.30,1.70,8.0,27.1,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.76,42.72,14.62,122.2,145.6,0.00,49504.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.270,2747,-3846,95.2,143.8,4.8,11,10.79,13.30,1.66,7.6,26.5,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.72,42.57,14.63,122.2,145.6,0.00,49016.0,7.36,14.55,100.0,0.0,0.0,32.5,27.0,100.0,
5.280,2747,-3846,93.4,142.0,5.0,22,10.73,13.30,1.66,7.6,26.5,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.94,41.72,14.61,122.2,145.6,0.00,48536.0,7.36,14.55,100.0,0.0,0.0,30.5,27.0,100.0,
5.290,2768,968,95.2,143.8,4.8,-24,10.81,13.50,1.69,7.8,26.2,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.89,42.45,14.57,122.2,145.6,0.00,50504.0,7.36,14.55,100.0,0.0,0.0,32.0,27.5,100.0,
5.300,2768,968,95.2,143.8,4.7,-6,11.08,15.20,1.69,7.8,26.2,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.92,42.72,14.65,122.2,145.6,0.00,50672.0,7.38,14.55,100.0,0.0,0.0,32.0,27.5,100.0,
5.310,3089,10000,93.4,143.8,5.0,25,10.98,14.10,1.40,7.2,28.2,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.93,42.67,14.72,122.2,143.8,0.00,50000.0,7.36,14.55,100.0,0.0,0.0,31.5,30.0,100.0,
5.320,3089,10000,95.2,143.8,4.9,-14,10.69,13.50,1.40,7.2,28.2,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.98,41.40,14.60,122.2,145.6,0.00,49504.0,7.36,14.55,100.0,0.0,0.0,31.5,30.0,100.0,
5.330,2915,-8455,95.2,143.8,4.7,-11,10.68,13.50,1.66,8.1,28.5,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.79,41.97,14.57,122.2,145.6,0.00,48856.0,7.36,14.55,100.0,0.0,0.0,32.0,29.0,100.0,
5.340,2915,-8455,93.4,143.8,5.0,22,10.93,13.40,1.66,8.1,28.5,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.94,42.77,14.65,122.2,145.6,0.00,49176.0,7.36,14.55,100.0,0.0,0.0,32.0,29.0,100.0,
5.350,2807,-5054,93.4,143.8,5.0,0,10.94,13.30,1.66,7.8,28.0,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.93,42.84,14.65,122.2,145.6,0.00,48696.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.360,2807,-5054,95.2,143.8,4.7,-25,10.60,13.30,1.66,7.8,28.0,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.79,41.70,14.56,122.2,145.6,0.00,48072.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.370,2840,1562,95.2,143.8,4.9,17,10.70,14.40,1.71,8.1,27.9,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.87,41.59,14.59,122.2,145.6,0.00,49832.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.380,2840,1562,93.4,143.8,5.0,16,10.94,16.00,1.71,8.1,27.9,100.0,100.0,100.0,100.0,100.0,20.4,0.0,1.11,43.40,14.72,122.2,143.8,0.00,50840.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.390,3167,10000,95.2,143.8,4.8,-27,11.00,14.80,1.40,7.4,30.0,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.95,42.82,14.60,122.2,145.6,0.00,50328.0,7.36,14.55,100.0,0.0,0.0,31.0,30.0,100.0,
5.400,3167,10000,95.2,143.8,4.8,3,10.63,13.80,1.40,7.4,30.0,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.84,41.82,14.65,122.2,145.6,0.00,49664.0,7.36,14.55,100.0,0.0,0.0,31.0,30.0,100.0,
5.410,2993,-8681,93.4,143.8,5.0,16,10.67,13.50,1.62,8.1,30.4,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.93,42.17,14.68,122.2,143.8,0.00,48856.0,7.36,14.55,100.0,0.0,0.0,31.5,29.5,100.0,
5.420,2993,-8681,95.2,143.8,4.8,-16,10.80,13.30,1.62,8.1,30.4,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.86,43.15,14.59,122.2,145.6,0.00,49336.0,7.36,14.55,100.0,0.0,0.0,31.5,29.5,100.0,
5.430,2888,-5055,95.2,143.8,4.7,-9,10.85,13.40,1.69,8.1,30.1,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.70,42.65,14.52,122.2,145.6,0.00,48856.0,7.36,14.55,100.0,0.0,0.0,32.0,28.5,100.0,
5.441,2888,-5055,93.4,143.8,5.0,33,10.59,13.30,1.69,8.1,30.1,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.86,43.13,14.67,122.2,143.8,0.00,48224.0,7.36,14.55,100.0,0.0,0.0,32.0,28.5,100.0,
5.450,2918,1459,93.4,143.8,4.9,-11,10.63,14.40,1.71,8.3,30.0,100.0,100.0,100.0,100.0,100.0,20.5,0.0,0.93,41.55,14.62,122.2,145.6,0.00,49832.0,7.36,14.55,100.0,0.0,0.0,32.0,29.0,100.0,
5.460,2918,1459,95.2,143.8,4.7,-22,10.76,15.60,1.71,8.3,30.0,100.0,100.0,100.0,100.0,100.0,20.5,0.0,0.88,42.97,14.63,122.2,145.6,0.00,51192.0,7.38,14.55,100.0,0.0,0.0,32.0,29.0,100.0,
5.470,3222,10000,95.2,143.8,4.9,17,10.93,14.50,1.40,7.5,31.8,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.84,42.95,14.65,122.2,145.6,0.00,50504.0,7.36,14.51,100.0,0.0,0.0,31.0,30.0,100.0,
5.480,3222,10000,93.4,143.8,5.0,11,10.63,13.70,1.40,7.5,31.8,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.88,41.47,14.71,122.2,145.6,0.00,50000.0,7.36,14.51,100.0,0.0,0.0,31.0,30.0,100.0,
5.490,3045,-8985,95.2,143.8,4.7,-28,10.57,13.50,1.65,8.4,32.3,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.70,41.84,14.59,122.2,145.6,0.00,49176.0,7.36,14.55,100.0,0.0,0.0,31.5,30.0,100.0,
5.500,3045,-8985,95.2,143.8,4.8,9,10.75,13.40,1.65,8.4,32.3,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.74,42.67,14.61,122.2,145.6,0.00,49664.0,7.36,14.55,100.0,0.0,0.0,31.5,30.0,100.0,
5.510,2935,-5382,93.4,142.0,5.0,19,10.80,13.30,1.68,8.2,31.8,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.82,42.47,14.63,122.2,143.8,0.00,49176.0,7.36,14.55,100.0,0.0,0.0,30.0,29.0,100.0,
5.520,2935,-5382,95.2,143.8,4.7,-25,10.45,13.30,1.68,8.2,31.8,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.79,41.90,14.60,122.2,145.6,0.00,48536.0,7.36,14.55,100.0,0.0,0.0,32.0,29.0,100.0,
5.530,2952,836,95.2,143.8,4.8,3,10.49,14.60,1.73,8.5,31.6,100.0,100.0,100.0,100.0,100.0,20.5,0.0,0.77,41.57,14.57,122.2,145.6,0.00,50504.0,7.38,14.55,100.0,0.0,0.0,31.5,29.5,100.0,
5.540,2952,836,93.4,143.8,5.0,24,10.76,16.20,1.73,8.5,31.6,100.0,100.0,100.0,100.0,100.0,20.5,0.0,1.03,43.38,14.75,122.2,145.6,0.00,51368.0,7.36,14.55,100.0,0.0,0.0,31.5,29.5,100.0,
5.550,3228,10000,93.4,143.8,4.9,-16,10.77,14.60,1.40,7.5,33.1,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.92,42.92,14.64,122.2,145.6,0.00,50840.0,7.36,14.51,100.0,0.0,0.0,31.0,30.0,100.0,
5.560,3228,10000,95.2,143.8,4.7,-14,10.43,13.80,1.40,7.5,33.1,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.86,41.67,14.61,122.2,145.6,0.00,50328.0,7.36,14.51,100.0,0.0,0.0,31.0,30.0,100.0,
5.570,3052,-8954,93.4,143.8,5.0,25,10.50,13.50,1.65,8.4,33.3,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.93,41.92,14.70,122.2,145.6,0.00,49504.0,7.36,14.55,100.0,0.0,0.0,31.5,30.0,100.0,
5.581,3052,-8954,95.2,143.8,4.8,-19,10.69,13.40,1.65,8.4,33.3,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.92,42.52,14.60,122.2,145.6,0.00,49832.0,7.36,14.55,100.0,0.0,0.0,31.5,30.0,100.0,
5.590,2942,-5394,95.2,143.8,4.7,-6,10.56,13.40,1.69,8.3,32.7,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.70,42.32,14.57,122.2,145.6,0.00,49336.0,7.36,14.55,100.0,0.0,0.0,32.0,29.0,100.0,
5.600,2942,-5394,93.4,143.8,4.9,22,10.34,13.30,1.69,8.3,32.7,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.86,41.63,14.65,122.2,145.6,0.00,48696.0,7.36,14.55,100.0,0.0,0.0,32.0,29.0,100.0,
5.610,2923,-925,93.4,143.8,5.0,8,10.46,14.40,1.75,8.5,32.1,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.92,41.95,14.65,122.2,145.6,0.00,50840.0,7.36,14.55,100.0,0.0,0.0,32.0,29.0,100.0,
5.620,2923,-925,95.2,143.8,4.7,-30,10.67,14.70,1.75,8.5,32.1,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.89,42.90,14.68,122.2,145.6,0.00,51720.0,7.36,14.55,100.0,0.0,0.0,32.0,29.0,100.0,
5.630,3127,10000,95.2,143.8,4.8,9,10.65,13.80,1.40,7.3,33.0,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.73,42.42,14.68,122.2,145.6,0.00,51192.0,7.36,14.55,100.0,0.0,0.0,31.5,30.0,100.0,
5.640,3127,10000,93.4,143.8,5.0,24,10.43,13.50,1.40,7.3,33.0,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.94,41.77,14.71,122.2,145.6,0.00,50504.0,7.36,14.55,100.0,0.0,0.0,31.5,30.0,100.0,
5.650,2954,-8518,95.2,143.8,4.8,-24,10.46,13.30,1.70,8.4,32.5,100.0,100.0,100.0,100.0,100.0,20.5,0.0,0.84,41.72,14.65,122.2,145.6,0.00,49832.0,7.36,14.55,100.0,0.0,0.0,31.5,29.5,100.0,
5.660,2954,-8518,95.2,143.8,4.7,-9,10.65,13.40,1.70,8.4,32.5,100.0,100.0,100.0,100.0,100.0,20.5,0.0,0.79,41.67,14.61,122.2,145.6,0.00,50160.0,7.36,14.55,100.0,0.0,0.0,31.5,29.5,100.0,
5.670,2847,-5077,93.4,143.8,5.0,28,10.71,13.30,1.68,8.0,31.4,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.80,42.65,14.68,122.2,145.6,0.00,49664.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.680,2847,-5077,93.4,143.8,4.9,-14,10.42,13.30,1.68,8.0,31.4,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.86,41.42,14.62,122.2,145.6,0.00,49176.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.690,2818,-1362,95.2,143.8,4.7,-14,10.46,14.30,1.73,8.1,30.3,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.73,41.27,14.57,122.2,145.6,0.00,50672.0,7.38,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.703,2818,-1362,93.4,143.8,4.9,22,10.67,15.30,1.73,8.1,30.3,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.95,43.80,14.75,122.2,145.6,0.00,51720.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.713,3006,9418,93.4,143.8,4.9,0,10.92,14.20,1.40,7.0,30.8,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.96,42.67,14.70,122.2,145.6,0.00,51016.0,7.36,14.55,100.0,0.0,0.0,31.5,30.0,100.0,
5.720,3006,9418,95.2,143.8,4.7,-22,10.47,13.60,1.40,7.0,30.8,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.88,41.88,14.66,122.2,145.6,0.00,50672.0,7.36,14.55,100.0,0.0,0.0,31.5,30.0,100.0,
5.730,2824,-8566,93.4,143.8,4.9,14,10.50,13.50,1.67,7.9,29.9,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.85,41.42,14.70,122.2,145.6,0.00,49832.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.740,2824,-8566,93.4,143.8,5.0,16,10.69,13.30,1.67,7.9,29.9,100.0,100.0,100.0,100.0,100.0,20.2,0.0,1.01,41.82,14.66,122.2,145.6,0.00,50160.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.750,2705,-8566,95.2,143.8,4.8,-24,10.96,13.30,1.67,7.9,29.9,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.89,42.50,14.60,122.2,145.6,0.00,49504.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.760,2705,-5366,95.2,143.8,4.8,0,10.55,13.30,1.67,7.5,28.4,100.0,100.0,100.0,100.0,100.0,20.5,0.0,0.77,41.20,14.60,122.2,145.6,0.00,49016.0,7.36,14.55,100.0,0.0,0.0,32.5,27.0,100.0,
5.770,2705,-5366,93.4,143.8,5.0,22,10.61,13.40,1.67,7.5,28.4,100.0,100.0,100.0,100.0,100.0,20.5,0.0,0.96,42.57,14.66,122.2,145.6,0.00,48536.0,7.36,14.55,100.0,0.0,0.0,32.5,27.0,100.0,
5.780,2656,-2169,93.4,143.8,4.9,-11,10.75,14.00,1.67,7.4,27.1,100.0,100.0,100.0,100.0,100.0,19.9,0.0,0.98,42.63,14.61,122.2,145.6,0.00,51192.0,7.36,14.55,100.0,0.0,0.0,32.5,26.5,100.0,
5.790,2656,-2169,95.2,143.8,4.7,-17,11.01,13.80,1.67,7.4,27.1,100.0,100.0,100.0,100.0,100.0,19.9,0.0,0.90,42.75,14.68,122.2,145.6,0.00,51368.0,7.36,14.55,100.0,0.0,0.0,32.5,26.5,100.0,
5.800,2816,7509,93.4,143.8,5.0,28,10.92,13.50,1.58,7.4,27.0,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.89,42.90,14.72,122.2,145.6,0.00,50672.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.810,2816,7509,93.4,143.8,4.9,-6,10.70,13.30,1.58,7.4,27.0,100.0,100.0,100.0,100.0,100.0,20.8,0.0,1.01,42.05,14.68,122.2,145.6,0.00,50000.0,7.36,14.55,100.0,0.0,0.0,32.0,28.0,100.0,
5.820,2626,-8315,95.2,143.8,4.7,-22,10.74,13.30,1.69,7.4,25.9,100.0,100.0,100.0,100.0,100.0,19.9,0.0,0.76,41.70,14.61,122.2,145.6,0.00,49336.0,7.36,14.55,100.0,0.0,0.0,32.5,26.0,100.0,
5.830,2626,-8315,93.4,143.8,4.9,17,10.94,13.30,1.69,7.4,25.9,100.0,100.0,100.0,100.0,100.0,19.9,0.0,0.87,42.45,14.64,122.2,145.6,0.00,49832.0,7.36,14.55,100.0,0.0,0.0,32.5,26.0,100.0,
5.840,2626,-8315,93.4,143.8,5.0,11,11.29,13.30,1.69,7.4,25.9,100.0,100.0,100.0,100.0,100.0,19.9,0.0,0.90,42.88,14.68,122.2,145.6,0.00,49176.0,7.36,14.55,100.0,0.0,0.0,32.5,26.0,100.0,
5.850,2497,-5370,95.2,143.8,4.7,-25,10.84,13.30,1.65,6.9,24.7,100.0,100.0,100.0,100.0,100.0,20.3,0.0,0.80,42.65,14.59,122.2,145.6,0.00,48696.0,7.36,14.55,100.0,0.0,0.0,33.0,24.5,100.0,
5.860,2497,-5370,95.2,143.8,4.9,14,10.83,13.30,1.65,6.9,24.7,100.0,100.0,100.0,100.0,100.0,20.3,0.0,0.81,42.77,14.57,122.2,145.6,0.00,48072.0,7.36,14.55,100.0,0.0,0.0,33.0,24.5,100.0,
5.870,2492,-207,93.4,143.8,5.0,11,11.00,13.40,1.67,6.9,23.7,100.0,100.0,100.0,100.0,100.0,19.7,0.0,0.96,43.07,14.60,122.2,145.6,0.00,50000.0,7.36,14.55,100.0,0.0,0.0,33.0,24.5,100.0,
5.880,2492,-207,93.4,143.8,4.8,-19,11.20,13.30,1.67,6.9,23.7,100.0,100.0,100.0,100.0,100.0,19.7,0.0,0.96,43.05,14.66,122.2,145.6,0.00,50504.0,7.36,14.55,100.0,0.0,0.0,33.0,24.5,100.0,
5.890,2792,10000,95.2,143.8,4.7,-9,11.27,13.40,1.65,7.7,24.1,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.74,42.88,14.59,122.2,145.6,0.00,49832.0,7.36,14.55,100.0,0.0,0.0,32.0,27.5,100.0,
5.900,2792,10000,93.4,143.8,5.0,28,10.97,13.30,1.65,7.7,24.1,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.93,43.00,14.68,122.2,145.6,0.00,49336.0,7.36,14.55,100.0,0.0,0.0,32.0,27.5,100.0,
5.910,2613,10000,93.4,143.8,4.9,-6,10.98,14.00,1.65,7.7,24.1,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.89,42.22,14.62,122.2,145.6,0.00,48696.0,7.36,14.55,100.0,0.0,0.0,32.5,26.0,100.0,
5.920,2613,-7796,95.2,143.8,4.7,-22,11.08,14.50,1.54,6.7,23.5,100.0,100.0,100.0,100.0,100.0,20.3,0.0,0.80,41.34,14.56,122.2,145.6,0.00,49016.0,7.38,14.55,100.0,0.0,0.0,32.5,26.0,100.0,
5.930,2613,-7796,93.4,143.8,4.9,19,11.46,13.70,1.54,6.7,23.5,100.0,100.0,100.0,100.0,100.0,20.3,0.0,0.87,43.32,14.65,122.2,145.6,0.00,48536.0,7.36,14.55,100.0,0.0,0.0,32.5,26.0,100.0,
5.940,2511,-4269,93.4,143.8,4.9,3,11.20,13.40,1.59,6.7,22.8,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.89,42.82,14.63,122.2,145.6,0.00,48072.0,7.36,14.42,100.0,0.0,0.0,33.0,25.0,100.0,
5.950,2511,-4269,95.2,143.8,4.7,-22,11.02,13.30,1.59,6.7,22.8,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.84,43.27,14.51,122.2,145.6,0.00,47616.0,7.36,14.42,100.0,0.0,0.0,33.0,25.0,100.0,
5.960,2432,-3202,93.4,143.8,4.9,17,11.14,13.30,1.67,6.8,22.0,100.0,100.0,100.0,100.0,100.0,19.7,0.0,0.83,42.82,14.56,122.2,145.6,0.00,48536.0,7.36,14.55,100.0,0.0,0.0,33.0,24.0,100.0,
5.970,2432,-3202,93.4,143.8,5.0,16,11.34,13.30,1.67,6.8,22.0,100.0,100.0,100.0,100.0,100.0,19.7,0.0,1.07,42.84,14.68,122.2,145.6,0.00,50160.0,7.36,14.55,100.0,0.0,0.0,33.0,24.0,100.0,
5.980,2432,-3202,95.2,143.8,4.8,-27,11.66,13.30,1.67,6.8,22.0,100.0,100.0,100.0,100.0,100.0,19.7,0.0,0.89,44.07,14.63,122.2,145.6,0.00,49504.0,7.36,14.55,100.0,0.0,0.0,33.0,24.0,100.0,
5.990,2559,5417,95.2,143.8,4.8,0,11.21,13.30,1.67,7.1,21.8,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.81,42.88,14.63,122.2,145.6,0.00,49016.0,7.36,14.26,100.0,0.0,0.0,33.0,25.5,100.0,
6.000,2559,5417,93.4,143.8,5.0,24,11.19,13.30,1.67,7.1,21.8,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.99,41.90,14.62,122.2,145.6,0.00,48384.0,7.36,14.26,100.0,0.0,0.0,33.0,25.5,100.0,
6.010,2511,-2009,95.2,143.8,4.9,-13,11.27,14.90,1.66,6.9,21.5,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.93,43.15,14.57,122.2,145.6,0.00,49016.0,7.38,14.55,100.0,0.0,0.0,33.0,25.0,100.0,
6.020,2511,-2009,95.2,143.8,4.7,-17,11.41,14.30,1.66,6.9,21.5,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.83,44.07,14.59,122.2,145.6,0.00,49504.0,7.36,14.55,100.0,0.0,0.0,33.0,25.0,100.0,
6.030,2694,8218,93.4,143.8,5.0,25,11.57,13.60,1.47,6.6,21.8,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.87,42.90,14.65,122.2,145.6,0.00,48856.0,7.36,14.46,100.0,0.0,0.0,32.5,26.5,100.0,
6.040,2694,8218,93.4,143.8,4.9,-6,11.13,13.40,1.47,6.6,21.8,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.93,42.17,14.65,122.2,145.6,0.00,48224.0,7.36,14.46,100.0,0.0,0.0,32.5,26.5,100.0,
6.050,2628,8218,95.2,143.8,4.7,-19,11.06,13.70,1.47,6.6,21.8,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.75,43.32,14.55,122.2,145.6,0.00,48536.0,7.38,14.46,100.0,0.0,0.0,32.5,26.5,100.0,
